Phylotype	taxonomy
uncultured.Gram-positive.bacterium.NO1F3	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NO2-24	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
butyrate-producing.bacterium.GM2/1	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
butyrate-producing.bacterium.M62/1	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Clostridium.bolteae	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.bolteae
Clostridium.clostridiiformes	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.clostridioforme
Clostridium.sp..N6	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.asparagiforme
Clostridium.symbiosum	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.symbiosum
uncultured.bacterium.Adhufec071rbh	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.B147	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.B395	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.B840	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec100	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.E024	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.E108	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.HuCC34	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.inhufecA-32	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.K094	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.K375	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.L812	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.LCTI22	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.M431	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.M985	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.MB66	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.MD61	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.MI29	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.N322	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.bacterium.V213	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NB2A1	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NO59	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.Gram-positive.bacterium.NS2G4	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.human.gut.bacterium.JW1C1	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
uncultured.human.gut.bacterium.JW1D8	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
bacterium.A19	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
bacterium.A57	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
bacterium.adhufec295	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
bacterium.adhufec57	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_unculturedClostridium
Coprococcus.eutactus	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_Coprococcus.eutactus
Eubacterium.ruminantium	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ruminantium
uncultured.bacterium.NL43	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_unculturedEubacterium
uncultured.bacterium.OLDB-C11	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_unculturedEubacterium
Uncultured.bacterium.UC7-8	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_unculturedEubacterium
uncultured.Ruminococcus.sp..NB2F4	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
uncultured.Ruminococcus.sp..NO2-22	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
uncultured.Ruminococcus.sp..NO3	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
uncultured.Ruminococcus.sp..NO44	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
bacterium.A71	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
Clostridium.hylemonae	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.hylemonae
Clostridium.scindens	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.scindens
Dorea.formicigenerans	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea.formicigenerans
Dorea.longicatena	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Dorea.longicatena
Uncultured.bacterium.clone.Eldhufec123	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
Uncultured.bacterium.clone.Eldhufec125	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
Uncultured.bacterium.clone.Eldhufec148	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.HuCB21	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.HuCC43	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.HuRC12	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.HuRC33	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.inhufecA-27	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.KW79	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.N874	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.bacterium.NP09	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.Gram-positive.bacterium.NB2F7	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.Gram-positive.bacterium.NS2C12	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.Gram-positive.bacterium.NS2F9	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.human.gut.bacterium.JW1D1	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
uncultured.human.gut.bacterium.JW1H4b	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_unculturedDorea
Eubacterium.hallii	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.hallii
uncultured.bacterium.HuCA15	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.hallii
uncultured.bacterium.HuCB26	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.hallii
uncultured.bacterium.HuCC15	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.hallii
butyrate-producing.bacterium.L1-83	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia.inulinivorans
Butyrivibrio.fibrisolvens	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrio.fibrisolvens
Eubacterium.rectale	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_Eubacterium.rectale
Lachnobacterium.sp..wal.14165	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_Lachnobacterium.sp..wal.14165
uncultured.bacterium.A22	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.D522	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.HuCA8	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.HuCB37	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.M372	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
bacterium.adhufec24	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ventriosum
bacterium.adhufec335	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ventriosum
Eubacterium.ventriosum	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ventriosum
Uncultured.bacterium.clone.Eldhufec156	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ventriosum
uncultured.bacterium.D177	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ventriosum
uncultured.human.gut.bacterium.JW1B8	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.ventriosum
bacterium.A11	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
bacterium.adhufec68	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.B558	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
Uncultured.bacterium.clone.Eldhufec128	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
Uncultured.bacterium.clone.Eldhufec137	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
Uncultured.bacterium.clone.Eldhufec139	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
Uncultured.bacterium.clone.Eldhufec153	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.D695	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.HuRC64	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
uncultured.bacterium.ME11	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
Uncultured.bacterium.UC7-39	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_unculturedLachnospiraceae
butyrate-producing.bacterium.A2-175	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
butyrate-producing.bacterium.L2-10	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Coprococcus.catus	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_Coprococcus.catus
Eubacterium.eligens	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.eligens
Lachnospira.pectinoschiza	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospira.pectinoschiza
uncultured.bacterium.ABLCf6	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
uncultured.bacterium.Adhufec019rbh	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
Uncultured.bacterium.clone.Eldhufec108	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
Uncultured.bacterium.clone.Eldhufec140	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
uncultured.bacterium.KO89	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
uncultured.bacterium.LZ58	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
uncultured.bacterium.NW71	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
Uncultured.bacterium.UC7-131	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
Uncultured.bacterium.UC7-62	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
uncultured.human.gut.bacterium.JW1G3	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_unculturedLachnospira
bacterium.adhufec236	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
bacterium.adhufec405	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
bacterium.adhufec52	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
Clostridium.aminovalericum	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
human.intestinal.firmicute.CO2	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
uncultured.bacterium.A12	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
Uncultured.bacterium.clone.Eldhufec129	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
Uncultured.bacterium.clone.Eldhufec143	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
Uncultured.bacterium.clone.Eldhufec145	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
uncultured.bacterium.HuCB56	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
uncultured.bacterium.LL95	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
uncultured.bacterium.MK42	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
uncultured.Gram-positive.bacterium.NB5G12	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
uncultured.Gram-positive.bacterium.NO19	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
uncultured.Gram-positive.bacterium.NS4B5	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerocolumna_Anaerocolumna.aminovalerica
bacterium.adhufec225	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia.intestinalis
butyrate-producing.bacterium.L1-81	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia.intestinalis
Roseburia.intestinalis	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia.intestinalis
uncultured.bacterium.HuCA28	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia.intestinalis
Clostridium.oroticum	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Clostridium.oroticum
Clostridium.sp..CJ23	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.sp..CJ23
Eubacterium.contortum	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Eubacterium.contortum
Ruminococcus.gnavus	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Ruminococcus.gnavus
Ruminococcus.sp..CO28	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.sp..CO28
Ruminococcus.torques	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Ruminococcus.torques
uncultured.bacterium.(human.infant).L37A	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.human.gut.bacterium.JW1A12	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.human.gut.bacterium.JW1H4a	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Ruminococcus.lactaris	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.lactaris
Ruminococcus.sp..CO41	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.sp..CO41
uncultured.bacterium.G187	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.sp..CO41
uncultured.bacterium.L160	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.sp..CO41
bacterium.adhufec35.25	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
butyrate-producing.bacterium.SR1/1	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
butyrate-producing.bacterium.T2-132	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Ruminococcus.hansenii	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia.hansenii
Ruminococcus.hydrogenotrophicus	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia.hydrogenotrophica
Ruminococcus.luti	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia.luti
Ruminococcus.obeum	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia.obeum
Ruminococcus.productus	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia.producta
Ruminococcus.sp..CO27	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.sp..CO27
uncultured.bacterium.(human.infant).P36G	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.(human.infant).P36H	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.A20	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.adhufec30.25	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.cadhufec028h7	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.cadhufec102c10	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.clone.Eldhufec101	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.clone.Eldhufec102	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.clone.Eldhufec133	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.clone.Eldhufec170	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.E177	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.HuCA2	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.HuCA22	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.HuCA26	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.HuCA5	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.HuCB12	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.HuCB25	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.K379	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.KS62	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.KS90	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.KZ22	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.L068	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.ME10	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.NL49	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.NQ96	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.UC7-23	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.UC7-35	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.UC7-36	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
Uncultured.bacterium.UC7-7	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.bacterium.V127	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.human.gut.bacterium.JW1H7	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.human.gut.bacterium.JW2A6	Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_unculturedBlautia
uncultured.Ruminococcus.sp..NO85	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
uncultured.Ruminococcus.sp..NS2A4	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_environmental.samples
Anaerofustis.stercorihominis	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Anaerofustis_Anaerofustis.stercorihominis
Eubacterium.barkeri	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.barkeri
Eubacterium.limosum	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.limosum
Eubacterium.sp..CS1.Van	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.sp..CS1.Van
Bulleidia.moorei	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_Solobacterium.moorei
Holdemania.filiformis	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_Holdemania.filiformis
uncultured.bacterium.M615	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_unculturedHoldemania
uncultured.Gram-positive.bacterium.NB2D10	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_unculturedHoldemania
butyrate-producing.bacterium.SM7/11	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_unculturedHoldemania
Eubacterium.biforme	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemanella_Holdemanella.biformis
Uncultured.bacterium.clone.Eldhufec206	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_unculturedHoldemania
uncultured.bacterium.D196	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_unculturedHoldemania
uncultured.Gram-positive.bacterium.NB2C7	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_unculturedHoldemania
Clostridium.innocuum	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_unculturedHoldemania
Clostridium.sp..CS4	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.sp..CS4
Eubacterium.cylindroides	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Faecalitalea_Faecalitalea.cylindroides
Eubacterium.dolichum	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_IncertaeSedis_Eubacterium.dolichum
Eubacterium.tortuosum	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_IncertaeSedis_Eubacterium.tortuosum
Catenibacterium.mitsuokai	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Catenibacterium_Catenibacterium.mitsuokai
Uncultured.bacterium.clone.Eldhufec203	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Catenibacterium_unculturedCatenibacterium
human.intestinal.firmicute.CB12	Firmicutes_Clostridia_NA_NA_NA_NA
uncultured.Gram-positive.bacterium.NB2A5	Firmicutes_Clostridia_NA_NA_NA_NA
Clostridium.ramosum	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_Erysipelatoclostridium.ramosum
Clostridium.sp..14774	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.sp..14774
Clostridium.spiroforme	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_Clostridium.spiroforme
Uncultured.bacterium.clone.Eldhufec200	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_unculturedClostridium
uncultured.human.gut.bacterium.JW2E12	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_unculturedClostridium
Coprobacillus.catenaformis	Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_Coprobacillus.cateniformis
