Phylotype	taxonomy
Uncultured.bacterium.clone.Eldhufec042	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_unculturedParabacteroides
uncultured.bacterium.LCLC20	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_unculturedParabacteroides
uncultured.bacterium.LV88	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_unculturedParabacteroides
uncultured.bacterium.M270	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_unculturedParabacteroides
uncultured.bacterium.MH76	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_unculturedParabacteroides
uncultured.bacterium.Y112	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_unculturedParabacteroides
bacterium.adhufec235	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.copri
bacterium.adhufec43	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.copri
Prevotella.albensis	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.albensis
Prevotella.intermedia	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.intermedia
Prevotella.melaninogenica	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.melaninogenica
Prevotella.salivae	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.salivae
Prevotella.sp..BI-42	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.sp..BI-42
Prevotella.sp..CB7	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.copri
uncultured.bacterium.B176	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Uncultured.bacterium.clone.Eldhufec007	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Uncultured.bacterium.clone.Eldhufec008	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Uncultured.bacterium.clone.Eldhufec035	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Uncultured.bacterium.clone.Eldhufec036	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Uncultured.bacterium.clone.Eldhufec037	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Uncultured.bacterium.clone.Eldhufec038	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
uncultured.bacterium.M107	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
uncultured.bacterium.OLDC-A6	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
uncultured.Prevotella.sp..NB2E9	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_environmental.samples
Prevotella.buccalis	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.buccalis
Prevotella.oralis	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.oralis
Prevotella.sp..CB25	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.sp..CB25
Uncultured.bacterium.clone.Eldhufec011	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Uncultured.bacterium.clone.Eldhufec043	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
uncultured.bacterium.HuCC28	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
Prevotella.brevis	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.brevis
Prevotella.ruminicola	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella.ruminicola
uncultured.bacterium.cadhufec40c10	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
uncultured.bacterium.ME28	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
uncultured.bacterium.OLDC-D5	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
uncultured.bacterium.OLDC-G2	Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_unculturedPrevotella
bacterium.adhufec77.25	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
uncultured.bacterium.D487	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
uncultured.bacterium.D761	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
uncultured.bacterium.M070	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
uncultured.bacterium.NG45	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
uncultured.bacterium.NI77	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
uncultured.bacterium.NO37	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
uncultured.bacterium.NO50	Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Tannerella_unculturedParabacteroides
Bacteroides.sp..CB40	Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides.coprophilus
Clostridium.barati	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.baratii
Clostridium.beijerinckii	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.beijerinckii
Clostridium.botulinum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.botulinum
Clostridium.butyricum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.butyricum
Clostridium.cadaveris	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.cadaveris
Clostridium.celatum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.celatum
Clostridium.cochlearium	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.cochlearium
Clostridium.fallax	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.fallax
Clostridium.limosum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hathewaya_Hathewaya.limosa
Clostridium.malenominatum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.malenominatum
Clostridium.paraperfringens	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.baratii
Clostridium.paraputrificum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.paraputrificum
Clostridium.perfringens	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.perfringens
Clostridium.putrefaciens	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.putrefaciens
Clostridium.sartagoformum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.sartagoforme
Clostridium.septicum	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.septicum
Clostridium.sporogenes	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.sporogenes
Clostridium.tertium	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.tertium
Eubacterium.budayi	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.budayi
Eubacterium.moniliforme	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.moniliforme
Eubacterium.nitritogenes	Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium.nitritogenes
Sarcina.ventriculi	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium.ventriculi
Uncultured.bacterium.clone.Eldhufec341	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuCB15	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.Clostridium.sp..NS2D1	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_environmental.samples
uncultured.bacterium.B839	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec339	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.D145	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.LE17	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.UC7-82	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.C288	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Anaerotruncus.colihominis	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_Anaerotruncus.colihominis
bacterium.adhufec101	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
Uncultured.bacterium.clone.Eldhufec211	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
Uncultured.bacterium.clone.Eldhufec214	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
Uncultured.bacterium.clone.Eldhufec215	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
Uncultured.bacterium.clone.Eldhufec265	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
Uncultured.bacterium.clone.Eldhufec270	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
uncultured.bacterium.D577	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
uncultured.bacterium.HuCA1	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
uncultured.bacterium.LF02	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
uncultured.bacterium.LL29	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
uncultured.bacterium.LL87	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
uncultured.Gram-positive.bacterium.NO2-23	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_unculturedAnaerotruncus
uncultured.bacterium.ABLCf36	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.C342	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.cadhufec022h7	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec212	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec213	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec248	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec273	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.D036	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.D626	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.HuAC35	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.K507	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.LZ45	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.M490	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.M511	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.MH24	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.OLDA-B3	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.OLDB-E4	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.OLDC-G5	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.UC7-44	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Uncultured.bacterium.UC7-69	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
uncultured.bacterium.Z456	Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_unculturedClostridium
Clostridium.leptum	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Clostridium.leptum
Clostridium.sporosphaeroides	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Clostridium.sporosphaeroides
Ruminococcus.sp..16442	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcus.sp..16442
uncultured.bacterium.adhufec168	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.C464	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.C735	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec221	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec275	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
Uncultured.bacterium.clone.Eldhufec299	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.HuCA24	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.bacterium.K288	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
Uncultured.bacterium.UC7-14	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.human.gut.bacterium.JW1B12	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
uncultured.human.gut.bacterium.JW1C7	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedClostridium
Bacteroides.capillosus	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_Pseudoflavonifractor.capillosus
Clostridium.orbiscindens	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_Flavonifractor.plautii
human.intestinal.firmicute.CJ31	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
human.intestinal.firmicute.CJ36	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.B632	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
Uncultured.bacterium.clone.Eldhufec229	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
Uncultured.bacterium.clone.Eldhufec262	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
Uncultured.bacterium.clone.Eldhufec264	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
Uncultured.bacterium.clone.Eldhufec267	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
Uncultured.bacterium.clone.Eldhufec272	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.D330	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.D465	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.D588	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.G267	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.HuCB24	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.K351	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.LV67	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.M510	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.OLDA-F4	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.bacterium.W074	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.Gram-positive.bacterium.NO2-56	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.Gram-positive.bacterium.NO75	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.human.gut.bacterium.JW1D6	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.human.gut.bacterium.JW1G9	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.human.gut.bacterium.JW2A8	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
uncultured.human.gut.bacterium.JW2G1	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Flavonifractor_unculturedFlavonifractor
bacterium.adhufec81	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedEubacterium
Eubacterium.siraeum	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Eubacterium.siraeum
uncultured.bacterium.LY54	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedEubacterium
Uncultured.bacterium.UC7-117	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_unculturedEubacterium
bacterium.adhufec113	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
bacterium.adhufec218	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
bacterium.adhufec365	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
butyrate-producing.bacterium.A2-165	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Faecalibacterium.prausnitzii	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.A10	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.ABLCf5	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.adhufec08.25	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec227	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec228	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec252	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec255	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec256	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec259	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec261	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec276	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec281	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec282	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec288	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
Uncultured.bacterium.clone.Eldhufec289	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.HuCA11	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.KP66	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.L308	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.L420	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.M484	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.MG85	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.MJ65	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.MN45	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
uncultured.bacterium.NC10	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacterium.prausnitzii
bacterium.adhufec269	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.A051	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.B811	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.C574	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
Uncultured.bacterium.clone.Eldhufec223	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
Uncultured.bacterium.clone.Eldhufec257	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
Uncultured.bacterium.clone.Eldhufec283	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
Uncultured.bacterium.clone.Eldhufec285	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
Uncultured.bacterium.clone.Eldhufec286	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
Uncultured.bacterium.clone.Eldhufec301	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.D134	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.D288	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.D440	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.HuCB7	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.HuRC81	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.LD59	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.LE02	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.MA30	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.MM71	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.N139	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.OLDA-D11	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.OLDA-H2	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.OLDB-B7	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.bacterium.V239	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.human.gut.bacterium.JW1C11	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
uncultured.human.gut.bacterium.JW2D11	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillospira_unculturedOscillospira
bacterium.adhufec296	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
butyrate-producing.bacterium.A2-207	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
uncultured.bacterium.cadhufec32c10	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
Uncultured.bacterium.clone.Eldhufec258	Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Papillibacter_unculturedPapillibacter
